Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.321992.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Haiti;Operational;244.568,00€;Evaluation cooperation UE-HAITI;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);;Public procurement (including provisional commitments)
AID.CTR.334328.01.1;2013;PROMARTE LDA*;yes;MZ400003221;AV 25 DE SETEMBRO 1514 1 ANDAR;MAPUTO;;Mozambique;0,00€;;Mozambique;Operational;242.000,00€;''PRODUÇÃO DE DOCUMENTÁRIO INSTITUCIONAL E SPOTS VÍDEO PARA A COMEMORAÇÃO DOS 30 ANOS ENTRE A UE E MOÇAMBIQUE'';Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.317881.01.1;2013;KILIMANJARO FILM INSTITUTE LIMITEDLBG*KFI;yes;;MOIVARO ROAD 15;ARUSHA;255;Tanzania;0,00€;;Tanzania;Operational;240.000,00€;Moving Tanzania;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.316770.01.1;2013;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;0,00€;;Togo;Operational;239.789,00€;Evaluation TOGO;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);;Public procurement (including provisional commitments)
AID.CTR.314628.01.1;2013;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;0,00€;;Madagascar;Operational;239.434,00€;Evaluation Madagascar;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.328506.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Timor Leste;Operational;238.752,00€;Timor-Leste - Evaluation of EU Cooperation;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);;Public procurement (including provisional commitments)
AID.CTR.333120.01.1;2013;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;0,00€;;Malawi;Operational;238.242,00€;Strengthening Internal Controls and Procedures in Public Financial Management;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.315456.01.1;2013;MUDA AFRICA LIMITED BY GUARANTEE*;yes;;LIGHT INDUSTRIAL ROAD PLOT 41;DAR ES SALAAM;;Tanzania;0,00€;;Tanzania;Operational;237.951,00€;Contemporary dance for empowerment and social change;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.318100.01.1;2013;PARAPANDA THEATRE LAB TRUST*PTLT;yes;;SHEKILANGO ROAD SINZA B KWA REMMY;DAR ES SALAAM;;Tanzania;0,00€;;Tanzania;Operational;232.681,00€;Professionalizing Theatre practices in Tanzania;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.322105.01.1;2013;KOUVAHEY EKOUE DJIDJOCHE NICOLAS MAX*CABINET D EXPERTISE COMPTABLE ETD AUDIT NICOLAS KOUVAHEY NIK AUDIT;yes;*****;*****;*****;*****;Mali;0,00€;;Togo;Operational;230.250,00€;TOGO - Contrôle permanent des mémoires de dépenses des devis programmes;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.329117.01.1;2013;LESOTHO NATIONAL FEDERATION OF ORGANISATIONS OF THE DISABLED*LNFOD;yes;;MABILE ROAD 22 OLD EUROPA;MASERU;0100;Lesotho;0,00€;;Lesotho;Operational;228.369,00€;Empowering Rural Persons with Disabilities for Seeking their Entitlements;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.327017.01.1;2013;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;0,00€;;PALOP - African Countries with official language Portuguese;Operational;227.904,00€;PALOP-TL Transitional Technical Assistance;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;Public procurement (including provisional commitments)
AID.CTR.330449.01.1;2013;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;0,00€;;Senegal;Operational;223.080,00€;Actualisation des études techniques pour la réhabilitation de la RN5 entre Passy et Sokone;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.331549.01.1;2013;ITALTREND C&T SPA*;yes;IT02537610343;VIA ANTONIO GRAMSCI 56;REGGIO EMILIA;42124;Italy;0,00€;;Central Africa Region (EDF 10);Operational;217.199,00€;Organisation des réunions de préparation du Programme Indicatif Régional 11ème FED et de validation des grilles de suivi-évaluation des Directives des finances publiques de la CEMAC;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;External experts
AID.CTR.313009.01.1;2013;WOMENCRAFT SOCIAL ENTERPRISES LIMITED LBG*;yes;;MURGWANZA COMPOUND;NGARA KAGERA REGION;;Tanzania;0,00€;;Tanzania;Operational;216.000,00€;Weaving a Platform for Development;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.313352.01.1;2013;GOETHE-INSTITUT EV*;yes;DE129516430;DACHAUER STRASSE 122;MUNCHEN;80637;Germany;0,00€;;Tanzania;Operational;215.972,00€;Fit for Life: Educating vulnerable youngsters in the arts and creative industries in Dar es Salaam;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.327085.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Ivory Coast;Operational;213.931,00€;Appui à la programmation du FED XI dans le secteur de la gouvernance en Côte d'Ivoire;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.316576.01.1;2013;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;0,00€;;Tanzania;Operational;213.657,00€;Budget Support to Tanzania - Identification and Formulation mission for the 2014-2020 period;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.314659.01.1;2013;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;0,00€;;Central Africa Region (EDF 10);Operational;212.643,00€;APPROFONDISSEMENT ET FINALISATION DE LA PHASE D'IDENTIFICATION DU PROGRAMME REGIONAL D'ACCOMPAGNEMENT DU DEVELOPPEMENT DANS LE CADRE DE L'APE EN AFRIQUE CENTRALE (PRADA);Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.319437.01.1;2013;APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL*AETS;yes;FR77409706520;AVENUE ANDRE MARIE AMPERE 17;LONS;64140;France;0,00€;;Congo (Democratic Republic of the);Operational;210.185,00€;Etude Baseline - Programme Violences Basées sur le Genre (2013/24301);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;External experts
AID.CTR.325108.01.1;2013;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;0,00€;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;206.164,00€;11th EDF Regional Programme: Facilitation services in support to the RAO and the EU Delegations to the EAC;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;Public procurement (including provisional commitments)
AID.CTR.317709.01.1;2013;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;0,00€;;Ethiopia;Operational;205.692,00€;Technical Assistance Mission to the Supervisor of the Works Contract for the Djibouti–Ethiopia Railway Rehabilitation;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.322976.01.1;2013;MWH SA*;yes;BE0460228079;AVENUE DE LA REINE ASTRID 92;LA HULPE;1310;Belgium;0,00€;;Central Africa Region;Operational;204.016,00€;Technical and Facilitation Assistance in support of the Revision Process of the Management Prescriptions (MPs) related to Gas Extraction from Lake Kivu - Rwanda and DRC;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;External experts
AID.CTR.328834.01.1;2013;CFBT EDUCATION TRUST LBG*;yes;GB614867912;QUEENS ROAD 60;READING;RG1 4BS;United Kingdom;0,00€;;Ethiopia;Operational;201.946,00€;Support to the Ministry of Culture and Tourism and regional Authorities in Ethiopia to startup actvities in the area of heritage a d culture preservation and promotion.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.325433.01.1;2013;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;0,00€;;Namibia;Operational;201.492,00€;FWC-Support to Min of Agriculture, Water & Forestry in the implementation of sanitation strategies;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.322308.01.1;2013;OFIS SARL*;yes;CGM200611000548124;AVENUE CHARLES DE GAULLE 319;POINTE NOIRE;;Congo;0,00€;;Congo (Brazzaville);Operational;201.232,70€;Fourniture de divers matériels informatiques pour les acteurs judiciaires;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.315811.01.2;2013;CARE FRANCE ASSOCIATION*;yes;;RUE ARCHEREAU 71;PARIS;75019;France;0,00€;;East Africa Region;Operational;200.000,00€;ECHO/-SF/EDF/2012/01005 Renforcement de la résilience des communautés vulnérables aux cyclones à Madagascar – «Soa Fiarina»;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grants
AID.CTR.318864.01.1;2013;LOUIS BERGER SAS*;yes;FR63302588801;RUE HENRI FARMAN 86;ISSY LES MOULINEAUX;92130;France;0,00€;;Congo (Brazzaville);Operational;200.000,00€;Assistance Technique pour la mise en oeuvre du projet de renforcement des capacités commerciales en République du Congo;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.319110.01.1;2013;UNITED NATIONS DEVELOPMENT PROGRAMME*UNDP PROGRAMME DES NATIONS UNIESPOUR LE DEVELOPPEMENT PNUD;yes;;UNITED NATIONS PLAZA 1;NEW YORK;10017;United States;0,00€;;Mali;Operational;200.000,00€;PAPEM: Projet d'Appui au Processus Electoral du Mali;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.312907.01.1;2013;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;0,00€;;South Sudan;Operational;199.990,00€;Provision of technical assistance to the Rural Development and Food Security sector support by the European Union in South Sudan (Food Security Thematic Programme);Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement (including provisional commitments)
AID.CTR.321628.01.1;2013;COLTHRUST PR LIMITED*CPR;yes;TT122247;ALFREDO STREET 56 WOODBROOK;PORT OF SPAIN;;Trinidad and Tobago;0,00€;;Trinidad and Tobago;Operational;199.986,50€;Support for the Implementation of a ECB Communication Strategy;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.329220.01.1;2013;KMF-KOMITY MPANARAMASO NY FIFIDIANANA-FANABEAZANA OLOM-PIRENENA NA CNOE-COMITE NATIONAL D'OBSERVATIONS DES ELECTIONS-EDUCATIONS ASSOCIATION*;yes;MG1000701013;LOT IVG204 ESCALIER LOT II IMMEUBLE;ANTANANARIVO RENIVOHITRA;101;Madagascar;0,00€;;Madagascar;Operational;199.917,45€;Appui à l’observation nationale des élections, 2013;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.308979.01.1;2013;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;0,00€;;Sub-Saharan Africa;Operational;199.903,00€;GIs from theory to practice in Africa;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Public procurement (including provisional commitments)
AID.CTR.307902.01.1;2013;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;0,00€;;Namibia;Operational;199.890,00€;ACE International Consultants - Support the Ministry of Finance and the Office of the Auditor General in developing their capacities;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.310110.01.1;2013;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;0,00€;;Guinea (Conakry);Operational;199.890,00€;AT à la Direction Nationale de la Dette et de l'Aide Publique au Développement (DND-APD);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.331244.01.1;2013;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;0,00€;;Guinea (Conakry);Operational;199.825,00€;Assistance Technique en réintégration socioéconomique en République de Guinée;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Public procurement (including provisional commitments)
AID.CTR.316720.01.1;2013;SACO SASPJ*SAFEGE COWI;yes;BE0833112412;GULLEDELLE 92;BRUXELLES;1200;Belgium;0,00€;;Congo (Democratic Republic of the);Operational;199.791,00€;Monitoring de 10  projets issus de l'appel à proposition restreint internationa Sécurité alimenatire RDC lEuropeAid/131-530/L/ACT/CD;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.313122.01.1;2013;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;0,00€;;Namibia;Operational;199.761,00€;Support the Ministry of Finance with the effective legal and procedural implementation of its reforms and the enhancement of its system management at central and regional levels;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.301512.01.1;2013;APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL*AETS;yes;FR77409706520;AVENUE ANDRE MARIE AMPERE 17;LONS;64140;France;0,00€;;Sub-Saharan Africa;Operational;199.756,00€;Private Sector dynamics in FTA's and regional economic integration: Lessons from the EU on accompanying measures and reforms necessary for successful regional integration;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.329495.01.1;2013;ASSOCIATION ACCES POUR LA CONSIDERATION DE TOUS A LA COHABITATION L'EGALITE ET LA SECURITE DES DROITS DEL'HOMME*ACCES ZON'OLOMBELONA;yes;;ANKADIFOTSY 67 LOT IVI;ANTANANARIVO;101;Madagascar;0,00€;;Madagascar;Operational;199.718,50€;MOE crédible pour une élection présidentielle et un scrutin législatif crédible;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.320548.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Italy;0,00€;Campania;South Sudan;Operational;199.700,00€;Technical Assistance to the Land Governance Development in South Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);;Public procurement (including provisional commitments)
