Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.308283.01.1;2012;COWI AS*KAMPSAX GEODAN GEOPLUS KAMPSAX DATA GEOPLAN GEOMASTERS GEODATA AGRINOVA INTERNATIONAL KAMPSAX INTERNATIONAL KAMPSAX TEKNIK;yes;DK44623528;PARALLELVEJ 2;KONGENS LYNGBY;2800;Denmark;;;Rwanda;Operational;;175.796,00 €;Rwanda - Technical Assistance for Energy Policy and Utility Management in the framework of ''Sustainable Energy for All'';Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.281432.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Sudan;Operational;;175.712,00 €;Technical Assistance for the preparation and the follow up of the Health support programmes in Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement and other expenditure
AID.CTR.308006.01.1;2012;JCP SRL*;yes;IT02379450360;VIA S ALLENDE 9D;CAVEZZO;41032;Italy;;;ACP Countries;Operational;;174.992,80 €;Production and Publication of ITF &  GEEREF overview of activities (2008-2012) and of 2012 operational reports for IFCA, AIF and LAIF Facilities;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301171.01.1;2012;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;;Trinidad and Tobago;Operational;;174.979,00 €;Support to NEDCO;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.290898.01.1;2012;FOURNET CONSEILS ET DEVELOPPEMENT SARL*;yes;FR61509482493;RUE DU PONT HARDY 26;LAGNY SUR MARNE;77400;France;;;Haiti;Operational;;174.470,00 €;L''Audit Technique des travaux routier de la RN 3 entre  Hinche et Barrière Battant.;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.303902.01.1;2012;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;;Jamaica;Operational;;174.395,00 €;Support to the Identification of a Governance Strengthening Project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288512.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Nigeria;Operational;;174.346,00 €;Short Term Technical Assistance support to National Primary Health Care Development Agency (NPHCDA);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.297737.01.1;2012;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;;Intra ACP Allocations;Operational;;174.313,00 €;FORMULATION STUDY FOR AN ALL ACP ROAD MAP FOR THE DEVELOPMENT OF THE ACP MINERAL RESOURCES SECTOR AND FOR A MINERAL SECTOR DEVELOPMENT PROGRAMME;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302243.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Guinea (Conakry);Operational;;174.002,00 €;Mission de formulation du programme 10ème FED d''appui à la reforme de la justice en République de Guinée;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298042.01.1;2012;FOURNET CONSEILS ET DEVELOPPEMENT SARL*;yes;FR61509482493;RUE DU PONT HARDY 26;LAGNY SUR MARNE;77400;France;;;Haiti;Operational;;173.880,00 €;L''Audit Technique de la route Lascahobas – Belladère/Frontière;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298925.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;West Africa Region;Operational;;173.668,00 €;Formulation Mission for the Support to Regional Economic Integration and Trade;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.295543.01.1;2012;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;;Ghana;Operational;;173.630,00 €;GHANA: AUDIT OF INTERNALLY GENERATED FUNDS (IGF) FOR SELECTED MINISTRIES,;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.280514.01.1;2012;CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA*CECOFORMA;yes;BE0419831539;RUE LEON FREDERICQ 14;LIEGE;4020;Belgium;;;ACP Countries;Operational;;173.514,00 €;Support for the organisation of 2 consultation roundtables with African partners;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283891.01.1;2012;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;;Mali;Operational;;173.369,00 €;Assitance technique en appui au processus électoral de 2012 au Mali;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287787.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Suriname;Operational;;172.928,00 €;Technical Assistance to the EU-Suriname Cooperation;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304780.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Congo (Democratic Republic of the);Operational;;172.875,00 €;Formation des agents de certains laboratoires agro-alimentaires de l''OCC;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302958.01.1;2012;EUROPEAN AVIATION SAFETY AGENCY*AGENCE EUROPEENNE DE LA SECURITE AERIENNE;yes;;OTTOPLATZ 1;KOLN;50679;Germany;;;Zambia;Operational;;172.860,00 €;"Support to the monitoring of the Aviation Sector Support Programme in Zambia under the 
10th EDF";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.310935.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;ACP Countries;Operational;;172.205,50 €;Organisation of a conference to share the main conclusions of the assessment study on NRENs in the Pacific region;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286100.01.1;2012;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;;Namibia;Operational;;171.643,00 €;Strengthen expenditure management through capacitating the Ministry of Education at national and regional level;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288894.01.1;2012;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;;Central African Republic;Operational;;170.004,00 €;Formulation de programme et études techniques (APS,APD,DAO, Lignes directrices, Fiche d''Action/FA, Dispositions Techniques et Administratives/DTA) : Amélioration de l''accès à l''eau potable dans le cadre de l''Initiative OMD horizon 2015 dans les 8 PDD;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288876.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;African Union;Operational;;169.610,00 €;Assessment and preparation of contracts for the 2nd Call for Proposals for African Union Research Grants;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298267.01.1;2012;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;;"General / administrative budget / interests	Allgemeines";Operational;;169.344,00 €;Enhancing the contribution of EU external assistance to addressing the security-fragility-development nexus;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283456.01.1;2012;OVE ARUP & PARTNERS INTERNATIONAL LTD*OAPIL;yes;GB524461265;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;;Benin;Operational;;169.116,00 €;EVALUATION ET ACTUALISATION DE LA STRATEGIE SECTORIELLE 2007-2011;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287942.01.1;2012;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;;Sudan;Operational;;168.870,00 €;Economic Advisor;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement and other expenditure
AID.CTR.279519.01.1;2012;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;;Lesotho;Operational;;168.676,00 €;Support to Public Finance Management Reforms, Kingdom of Lesotho;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287939.01.1;2012;AGENCE EUROPEENNE POUR LE DEVELOPPEMENT ET LA SANTE SCRL AEDES*;yes;BE0450913705;RUE JOSEPH II 34;BRUXELLES;1000;Belgium;;;Mozambique;Operational;;168.108,00 €;VERIFICATION OF THE IMPLEMENTATION OF PFM STRENGTHENING PLAN BY THE MINISTRY OF HEALTH;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278174.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Papua New Guinea;Operational;;168.038,00 €;Identification and formulation of the Human Resources Development Programme Phase 2 (HRDP2);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288803.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;Gambia;Operational;;167.345,00 €;Governance Programme in The Gambia: Access to Justice and Legal Education Component: Start up activities;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.290316.01.1;2012;CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA*CECOFORMA;yes;BE0419831539;RUE LEON FREDERICQ 14;LIEGE;4020;Belgium;;;ACP Countries;Operational;;167.157,00 €;Fifth International Parliamentarians’ Conference on the Implementation of the ICPD Programme of Action (IPCI/ICPD 2012) 23-25 May 2012;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.303713.01.1;2012;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;;ACP Countries;Operational;;166.776,00 €;Boosting the business climate for the renewable energy and energy efficiency sector in ACP Countries;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.297094.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;ACP Countries;Operational;;165.895,00 €;Technical Assistance for the assessment of the Edulink II call for proposals;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284465.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Haiti;Operational;;165.244,00 €;Modernisation du système de retraite en Haïti;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301272.01.1;2012;AGRER SA*;yes;BE0400501419;AVENUE LOUISE 251/23;BRUXELLES;1050;Belgium;;;South Sudan;Operational;;164.985,00 €;Technical Assistance to Support the International Conference on Agriculture for South Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement and other expenditure
AID.CTR.293367.01.1;2012;SAMSON ODJO ABEL*CABINET GLOBAL CONSULT CGC;yes;*****;*****;*****;*****;Niger;;;Niger;Operational;;164.751,65 €;Formations techniques aux informaticiens du Ministère des finances;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300076.01.1;2012;MWH SA*;yes;BE0460228079;AVENUE DE LA REINE ASTRID 92;LA HULPE;1310;Belgium;;;Mauritius;Operational;;164.126,00 €;Port Energy Efficiency and Renewable Energy Strategic Planning;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.290991.01.1;2012;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;;Cameroon;Operational;;164.060,00 €;Appui à l''élaboration de la stratégie du Ministère des Finances;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300439.01.1;2012;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;;Guinea (Conakry);Operational;;163.796,00 €;AT en réintégration socioéconomique au MEASPFE en République de Guinée;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
