Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.240847.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Vanuatu;Operational;N.A.;179.220,00 €;Short Term Technical Advisor  to the Monitoring and Evaluation Unit, Prime Minister Office;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250964.01.1;2010;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;;GULLEDELLE 92;BRUXELLES;1200;Belgium;;Mali;Operational;N.A.;178.890,00 €;Assistance technique auprès de la Cellule de coordination du PSPSDN;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245899.01.1;2010;CARDNO EMERGING MARKETS (UK) LTD*;yes;;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;Ethiopia;Operational;N.A.;175.562,00 €;Kick Start technical Assistance to assist MoARD start up implementation of the project: Improving and Integrating Animal Health Services in the Livestock Value Chain through Public Private Dialogue in Ethiopia (LVC/PPD) ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247329.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Intra ACP Allocations;Operational;N.A.;175.363,00 €;Technical Assistance to the administrative and financial management of the African Union Mission in Somalia (AMISOM) - Nairobi;Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.222991.01.1;2010;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;Sierra Leone;Operational;N.A.;174.370,00 €;Short term start up and training for an improved functioning of the NAO office. ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247211.01.1;2010;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;;MERZHAUSER STR 183;FREIBURG;79100;Germany;;West Africa Region;Operational;N.A.;174.298,00 €;Assistance Technique pour la préparation à la mise en ?uvre du ''''Programme d''Appui aux Parcs de l''Entente'''' (P.A.P.E.);Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.235689.01.1;2010;IBF INTERNATIONAL CONSULTING SA*;yes;;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Papua New Guinea;Operational;N.A.;172.308,00 €;Three studies (Mapping, guidelines on cooperation between donors and NSAs centre for civil society) of NSAs in Papua New Guinea (PNG) ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245796.01.1;2010;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Central African Republic;Operational;N.A.;172.136,00 €;ETUDE DIAGNOSTIQUE ET IDENTIFICATION DU PROGRAMME DE RENFORCEMENT DES INFRASTRUCTURES SOCIALES: EAU POTABLE, ASSAINISSEMENT, ET GESTION DES DECHETS SOLIDES DANS LES PDD;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.235035.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Intra ACP Allocations;Operational;N.A.;171.356,00 €;Renforcement de la capacité administrative et financière de la CEEAC ;Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241991.01.1;2010;IBF INTERNATIONAL CONSULTING SA*;yes;;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Swaziland;Operational;N.A.;170.476,00 €;Appraisal of selected health facilities in Swaziland ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.239636.01.1;2010;HTSPE LIMITED*;yes;;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Mali;Operational;N.A.;169.224,00 €;Assistance technique ponctuelle auprès du Ministère de la Culture;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247216.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Vanuatu;Operational;N.A.;168.420,00 €;Short Term Technical Assistance to the Monitoring and Evaluation Unit, Prime minister''s Office - VANUATU;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.249432.01.1;2010;Natural person;yes;;*****;*****;******;Italy;;Sao Tome and Principe;Operational;N.A.;166.800,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.231920.01.1;2010;STICHTING ARTSEN ZONDER GRENZEN*MEDECINS SANS FRONTIERES NEDERLAND;yes;;PLANTAGE MIDDENLAAN 14;AMSTERDAM;1018 DD;Netherlands;;Papua New Guinea;Operational;30.27 %;165.000,00 €;ECHO/PNG/EDF/2009/01003;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.253074.01.1;2010;IBF INTERNATIONAL CONSULTING SA*;yes;;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Central African Republic;Operational;N.A.;164.838,00 €;Etude diagnostique et identification d''un programme de développement des ressources humaines dans les PDD;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247842.01.1;2010;POHL CONSULTING & ASSOCIATES GMBH*;yes;;TORSTRASSE 92;BERLIN;10119;Germany;;Intra ACP Allocations;Operational;N.A.;162.404,00 €;APF Capacity Building - Support to Financial and Administrative Management;Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248141.01.1;2010;Natural person;yes;;*****;*****;******;France;;Congo (Democratic Republic of the);Operational;N.A.;160.192,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247663.01.1;2010;SOCIETE CARAIBEENNE DE PRODUCTION DE DISTRIBUTION, DE GESTION ET D'ETUDES SA*SOCAP SA;yes;;PACOT RUE CASSEUS 8;PORT AU PRINCE;;Haiti;;Ethiopia;Operational;N.A.;159.296,00 €;Kick Start TA to Assist MoARD, ECX, QSAE in Start up & Year 1 PE of the Agricultural Marketing Support Project;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.235990.01.1;2010;OVE ARUP & PARTNERS INTERNATIONAL LTD*;yes;;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;Ivory Coast;Operational;N.A.;158.388,00 €;Etude d''amélioration de l''organisation du secteur des transports routiers de marchandises en Côte d''Ivoire;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.236866.01.1;2010;IBF INTERNATIONAL CONSULTING SA*;yes;;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Intra ACP Allocations;Operational;N.A.;157.088,00 €;Establishment of the APSA Roadmap - EU member of the joint Core Group;Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252779.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Cameroon;Operational;N.A.;157.012,00 €;Identification et formulation du programme d''appui à l''amélioration de la compétitivité du Cameroun - 10ème FED;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241314.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Central African Republic;Operational;N.A.;155.320,00 €;Appui au Secrétariat du GREF pour l''actualisation et l''opérationnalisation du Programme de Réforme Global des Finances Publiques (PRGF);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.233348.01.1;2010;POHL CONSULTING & ASSOCIATES GMBH*;yes;;TORSTRASSE 92;BERLIN;10119;Germany;;Congo (Brazzaville);Operational;N.A.;155.176,00 €;Assistance Technique en appui aux cellules de Gestion des marchés publics en République du Congo;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247263.01.1;2010;ECORYS NEDERLAND BV*;yes;;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Kenya;Operational;N.A.;153.267,00 €;Technical assistance to Ministry to Trade for negotiations of Comprehensive EPA;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248619.01.1;2010;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;Niger;Operational;N.A.;150.764,00 €;Assistant Technique à la Commission Electorale Nationale Indépendante (CENI) en Sensibilisation, Formation, Communication et Visibilité   ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.242763.01.1;2010;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;Sierra Leone;Operational;N.A.;150.022,00 €;Identification study for the Moyamba-Moyamba Junction Road and three Bridges (Magbele, Mabang and Gbangbama Bridges);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.228545.01.1;2010;PARSONS BRINCKERHOFF LTD*PB;yes;;WILLIAM ARMSTRONG DRIVE AMBER COURT;NEWCASTLE UPON TYNE;NE4 7YQ;United Kingdom;;Benin;Operational;N.A.;146.905,00 €;Préparation de Documents d''Appel d''Offres pour l''entretien routier courant pluriannuel;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251352.01.1;2010;OVE ARUP & PARTNERS INTERNATIONAL LTD*;yes;;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;Nigeria;Operational;N.A.;145.100,00 €;Formulation Mission for Water and Sanitation Project in Nigeria under the 10th EDF;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.238456.01.1;2010;IBF INTERNATIONAL CONSULTING SA*;yes;;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Ivory Coast;Operational;N.A.;144.988,00 €;Etude situationnelle de la Direction de la Pharmacie et du Médicament (DPM), du Laboratoire National de Santé Public (LNSP) et de la Pharmacie de Santé Publique (PSP) de Côte d?Ivoire pour  un renforcement de la régulation pharmaceutique et ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247883.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Burkina Faso;Operational;N.A.;143.590,00 €;Appui / Conseil / Formation de l''Unité ''''Contrôles & DAO'''' des Services de l''Ordonnateur National au Burkina Faso;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253177.01.1;2010;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Dominican Republic;Operational;N.A.;140.200,00 €;SUPERVISION Y CONTROL DE OBRAS LOTE 3 - RECONSTRUCCION CAMINOS Y PUENTES;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250827.01.1;2010;CARDNO EMERGING MARKETS (UK) LTD*;yes;;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;Namibia;Operational;N.A.;139.885,00 €;Study to inform the Design of an Agricultural Dry Land Productivity Project ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250545.01.1;2010;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Nigeria;Operational;N.A.;139.832,00 €; Formulation of the support to fight drugs and organised crime project in Nigeria 10th EDF ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232630.01.1;2010;COWI AS*KAMPSAX GEODAN GEOPLUS KAMPSAX DATA GEOPLAN GEOMASTERS GEODATA AGRINOVA INTERNATIONAL KAMPSAX INTERNATIONAL KAMPSAX TEKNIK;yes;;PARALLELVEJ 2;KONGENS LYNGBY;2800;Denmark;;Burkina Faso;Operational;N.A.;139.783,00 €;Appui / Conseil / Formation de l''Unité ''''Suivi & Evaluation'''' des Services de l''Ordonnateur National au Burkina Faso;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.238649.01.1;2010;SAFEGE SA*;yes;;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;N.A.;139.331,00 €;Kick-Start Technical Assistant to Assist IGAD Start Up Implementation of the Inland Water Resources Management Programme (INWRMP) In the IGAD Region;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246728.01.1;2010;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;Mozambique;Operational;N.A.;139.280,00 €;Technical Assistance to the PALOP-TL Programme;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.254531.01.1;2010;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;West Africa Region;Operational;N.A.;138.956,26 €;Organisation du Conseil des Ministres et du Comité Technique de Suivi du programme P.A.P.E / WAP;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252416.01.1;2010;HTSPE LIMITED*;yes;;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Reserve / Not allocated by region;Operational;N.A.;138.692,00 €;Support to EU-Africa partnership in cotton;Directorate-General for Development and Cooperation ? EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245990.01.1;2010;OVE ARUP & PARTNERS INTERNATIONAL LTD*;yes;;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;Central African Republic;Operational;N.A.;138.296,00 €;ETUDE DIAGNOSTIQUE ET IDENTIFICATION D?UN PROGRAMME DE REHABILITATION/ENTRETIEN DES ROUTES RURALES EN RCA;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
