Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.268372.01.1;2011;COOPI - COOPERAZIONE INTERNAZIONALE FONDAZIONE*;yes;;VIA FRANCESCO DE LEMENE 50;MILANO;20151;Italy;;ACP Countries;Operational;75 %;832.152,75 €;Support to Efficient Utilization of Alternative Energy Sources to Improve the Livelihood of   Pastoral and Agro pastoral Communities in Southern Ethiopia.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.256367.01.1;2011;VITENS EVIDES INTERNATIONAL BV*VEI;yes;NL814387330B01;REACTORWEG 47;UTRECHT;3542 AD;Netherlands;;Ghana;Operational;72 %;822.000,00 €;Ghana: Capacity building in Water Quality Monitoring and Surveillance;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.248269.01.1;2011;THE WORLD BANK GROUP*;yes;;H STREET 1818;WASHINGTON DC;20433;United States;;Uganda;Operational;17.7 %;820.000,00 €;Technical and Administrative Support Unit (TASU);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.268702.01.1;2011;FUNDACION INTERMON OXFAM*ESPAGNE;yes;ESG58236803;CALLE ROGER DE LLURIA 15;BARCELONA;08010;Spain;;Burkina Faso;Operational;89.89 %;800.000,00 €;Appui au relèvement socio-économique et à la sécurisation des moyens d''existence des ménages vulnérables et sinistrés des inondations du 22 juillet 2010 dans la province du Namentenga;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grant
AID.CTR.277766.01.1;2011;CONCERN WORLDWIDE*;yes;IE0086788H;LOWER CAMDEN STREET 54;DUBLIN 2;;Ireland;;Kenya;Operational;93.59 %;800.000,00 €;Filling the Hunger gap and protect assets of mobile livestock keepers in Marsibit County, Kenya;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.280236.01.1;2011;WORLD VISION UK*;yes;;OPAL DRIVE;MILTON KEYNES;MK15 0ZR;United Kingdom;;Ethiopia;Operational;92.07 %;800.000,00 €;To provide appropriate and adequate multi-sector humanitarian assistance in Ethiopia;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.268705.01.1;2011;CHRISTIAN AID LBG*;yes;GB858580087;LOWER MARSH 35-41;LONDON;SE1 7RL;United Kingdom;;Burkina Faso;Operational;79.25 %;770.000,00 €;Projet de Renforcement des Capacités de résilience des populations Victimes des Inondations dans le Centre-Nord (PRECARVI-CN);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grant
AID.CTR.280099.01.1;2011;ACTION CONTRE LA FAIM*ACF;yes;;RUE NIEPCE 4;PARIS;75014;France;;Ethiopia;Operational;43.71 %;765.000,00 €;Emergency nutrition response to the Somali refugee crisis (Ethiopia);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.232566.01.1;2011;RURAL ENERGY AGENCY*REA;yes;;SAM NUMOJA ROAD MAWASILIANO TOWERS;DAR ES SALAAM;;Tanzania;;Tanzania;Operational;74.22 %;755.142,00 €;"Integrated Rural Electrification Planning in Tanzania 
(IREP TANZANIA)
";Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.278874.01.1;2011;WATERSCHAP REEST EN WIEDEN*;yes;;BLANKENSTEIN 540;MEPPEL;7940 AC;Netherlands;;ACP Countries;Operational;75 %;720.000,00 €;L’appuie à l''opérationalisation de l''Agence de l''Eau du Nakambé.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.270597.01.1;2011;PLAN INTERNATIONAL DEUTSCHLAND EV*PLAN;yes;DE812365812;BRAMFELDER STRASSE 70;HAMBURG;22305;Germany;;Tanzania;Operational;75 %;686.921,00 €;Kisarawe Water and Environmental Health Project;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.267136.01.1;2011;TRIODOS FACET BV*;yes;NL009278436B01;UTRECHTSEWEG 84 B;ZEIST;3702 AD;Netherlands;;ACP Countries;Operational;74.99 %;633.695,00 €;TRIODOS - Expanding Sustainable Energy Markets through Microfinance -Energy Enterprise partnerships;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.266546.01.1;2011;COOPI - COOPERAZIONE INTERNAZIONALE FONDAZIONE*;yes;;VIA FRANCESCO DE LEMENE 50;MILANO;20151;Italy;;Malawi;Operational;75 %;611.667,50 €;Community empowerment for efficient production use and access of renewable and sustainable energy in rural areas in Malawi;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.232620.01.1;2011;COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI ASSOCIAZIONE*INTERNATIONALCOMMITTEE FOR THE DEVELOPMENT OF PEOPLES;yes;;VIA GERMANICO 198;ROMA;00192;Italy;;Kenya;Operational;75 %;610.969,00 €;Support to and expansion of Malindi Bio – Fuel Cluster – Jatropha farming;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.263272.01.1;2011;FUNDACION INTERMON OXFAM*ESPAGNE;yes;ESG58236803;CALLE ROGER DE LLURIA 15;BARCELONA;08010;Spain;;Dominican Republic;Operational;75 %;600.000,00 €;Sociedad civil dominicana monitoreando la reforma de la Administración Pública en la calidad de los servicios públicos;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.256660.01.1;2011;OFFICE INTERNATIONAL DE L'EAU*OIEAU;yes;FR83314901729;RUE DE MADRID 23;PARIS 8;75008;France;;Central Africa Region;Operational;69.56 %;598.488,00 €;Appui à la gestion des ressources en eau du bassin du Congo;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.264851.01.1;2011;AGROILS SRL*;yes;IT05676760480;VIA DEL PONTE ROSSO 31R;FIRENZE;50129;Italy;;ACP Countries;Operational;73 %;596.163,00 €;Jatropha energy system-JES;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.262486.01.1;2011;ELECTRICITE DE FRANCE*EDF;yes;FR03552081317;AVENUE DE WAGRAM 22;PARIS 08;75008;France;;ACP Countries;Operational;68 %;595.000,00 €;Formation initiale et continue des opérateurs et acteurs de l''électrification rurale en Afrique de l''Ouest.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.232092.01.1;2011;ASSOCIACAO MOCAMBICANA PARA A AJUDA DE DESENVOLVIMENTO DE POVO PARA POVO*ADPP MOCAMBIQUE;yes;MZ7000000680;RUA BERTA CAIADO 258;MACHAVA MAPUTO;;Mozambique;;ACP Countries;Operational;75 %;590.130,00 €;Enabling 18.000 people to access sustainable small scale solar power in 2 districts of Cabo Delgado;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.262077.01.1;2011;CROIX ROUGE FRANCAISE ASSOCIATION*;yes;FR20775672272;RUE DIDOT 98;PARIS 14;75694;France;;Saint Lucia;Operational;100 %;579.999,92 €;Emergency and Early Recovery Response to the passage of Hurricane Tomas on the island of Saint Lucia in the Lesser Antilles;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.275760.01.1;2011;ECONOTEC SPRL*;yes;BE0424762802;RUE CHARLES MARTEL 50;BRUXELLES;1000;Belgium;;Central Africa Region;Operational;65 %;559.029,89 €;SIE-Afrique Phase VI, Appui à la mise en place de Systèmes d''Information Energétique (SIE) nationaux au Congo et en Centrafrique;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.262124.01.1;2011;SERVICE LAIQUE DE COOPERATION AU DEVELOPPEMENT ASBL*;yes;BE0421031864;RUE DES PIERRES 29/10;BRUXELLES;1000;Belgium;;Reserve / Not allocated by region;Operational;75 %;543.640,00 €;Mini-réseaux ERD au gasoil-huile de Jatropha dans le Nord du Sanmantenga au Burkina Faso;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.274962.01.1;2011;FUNDACION INTERMON OXFAM*ESPAGNE;yes;ESG58236803;CALLE ROGER DE LLURIA 15;BARCELONA;08010;Spain;;ACP Countries;Operational;75 %;533.130,00 €;Droit des femmes,  politiques énergétiques et environnementales au Tchad;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.256378.01.1;2011;ENTE ACQUE DELLA SARDEGNA*ENAS;yes;IT00140940925;VIA G MAMELI 88;CAGLIARI;09123;Italy;;Ghana;Operational;74.96 %;533.000,00 €;Ghana - S.O.U.R.C.E. Strengthening Organisational Units on water and sanitation governance in the Rural and Coastal Environment of Ghana;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.244822.01.2;2011;ACTION CONTRE LA FAIM*ACF;yes;;RUE NIEPCE 4;PARIS;75014;France;;Zimbabwe;Operational;75 %;518.500,00 €;Sanitation, Water & Hygiene in Rural areas of Zimbabwe: An Empowering & Sustainable Approach for the Millennium Development Goals;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.270630.01.2;2011;PLAN INTERNATIONAL UK LIMITED BY GUARANTEE*;yes;GB985617372;CRANWOOD STREET 5 7 FINSGATE;LONDON;EC1V 9LH;United Kingdom;;Timor Leste;Operational;75 %;512.220,00 €;Creating a healthy environment for children in rural communities;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.266452.01.1;2011;ACTION POUR UN DEVELOPPEMENT EQUITABLE INTEGRE ET DURABLE ASSOCIATION*ADEID;yes;;RUE STATISTIQUE CASE 54;BAFOUSSAM;000;Cameroon;;Cameroon;Operational;74.37 %;500.000,00 €;Developing decentralised renewable energy sources for poverty alleviation and environmental protection in rural areas of Cameroon.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.268894.01.1;2011;ASSOCIAZIONE INTERNAZIONALE VOLONTARI LAICI*LAY VOLUNTEERS INTERNATIONAL ASSOCIATION;yes;;CORSO IV NOVEMBRE 28;CUNEO;12100;Italy;;Guinea (Conakry);Operational;95 %;461.462,50 €;Mise en place d’une filière de traitement et valorisation des déchets plastiques à Conakry;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grant
AID.CTR.277930.01.1;2011;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;Overseas countries and territories ;Operational;N.A.;458.292,00 €;Organisation of the OCT - EU Forum Brussels 23-26 January 2012;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266800.01.1;2011;CARIBBEAN POLICY RESEARCH INSTITUTE LTD*CAPRI;yes;JM001881361;MUNROE ROAD 29 GUANGO TREE HOUSE;KINGSTON;6;Jamaica;;ACP Countries;Operational;75 %;447.549,00 €;"Frameworks, Policies and Instruments for Mobilising
Renewable Energy in the Caribbean";Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.278332.01.1;2011;SOCIETE PUBLIQUE DE GESTION DE L'EAU SA*SPGE;yes;BE0420651980;RUE DE LA CONCORDE 41;VERVIERS;4800;Belgium;;Mali;Operational;75 %;378.012,00 €;Partenariat entre la SPGE (Belgique) et l''ANGESEM (Mali)avec une mise en situation pratique à la station d''épuration de Sotuba et une étude de cas sur le territoire de la Commune 2 à Bamako;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.267212.01.1;2011;ASSOCIATION MEDECINS SANS FRONTIERES*(ARZTE OHNE GRENZEN) (MEDICI SENZA FRONTIERE);yes;;RUE DE LAUSANNE 78;GENEVE;;Switzerland;;Cameroon;Operational;85.43 %;350.000,00 €;To improve the humanitarian situation of cholera affected populations by developing local, regional and national preparedness and response capacities aimed at controlling cholera outbreaks, including case management of victims.;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.279012.02.1;2011;RESEAU INTERNATIONAL DES ORGANISMESDE BASSIN ASSOCIATION*RIOB;yes;;RUE DE MADRID 21;PARIS;75008;France;;ACP Countries;Operational;67.59 %;350.000,00 €;Développement des capacités de l’Autorité du Bassin de la Volta pour la mise en œuvre des actions prioritaires de son Plan Stratégique 2010 – 2014. Amélioration de la gestion régionale des ressources en eau et développement durable du bassin.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.269018.01.1;2011;CENTRO INDUSTRIAL ELECTROMECANICA LIMITADA*CIEM LDA;yes;;ZONA INDUSTRIAL DE BOBO FORRO;SAO TOME;;Sao Tome and Príncipe;;Sao Tome and Principe;Operational;N.A.;330.000,00 €;Acquisition d''une Grue pour le Port de Príncipe (Env. B 10ème FED);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.268556.01.1;2011;ASSOCIATION DEVELOPMENT WORKSHOP FRANCE*;yes;;LIEU DIT NEGRE;LAUZERTE;82110;France;;Burkina Faso;Operational;90 %;329.093,00 €;Appui et formation pour la régénération des activités des sinistrés dans les domaines de la construction sans bois et la filière céramique.;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grant
AID.CTR.264271.01.1;2011;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;Burkina Faso;Operational;N.A.;327.200,00 €;At Court terme auprès du FPDCT - contrôle interne;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273747.01.2;2011;ACTION CONTRE LA FAIM*ACF;yes;;RUE NIEPCE 4;PARIS;75014;France;;ACP Countries;Operational;68.5 %;313.525,00 €;I nkoue téné ti ngou ti saini mbi ya ni mbi ya ni : Ensemble pour l’eau et l’assainissement durable;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.275838.01.1;2011;WEST CONSTRUCTION INC CORPORATION*WCI;yes;;SOUTH DIXIE HIGHWAY 318 SUITE 4-5;LAKE WORTH;33460 4452;United States;;Liberia;Operational;N.A.;311.365,36 €;Supervision of ECSEL works;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270525.01.1;2011;TRANSPARENCY INTERNATIONAL CAMEROONASSOCIATION*TIC;yes;;RUE 1750 NOUVELLE ROUTE BASTOS;YAOUNDE;;Cameroon;;Cameroon;Operational;90 %;298.048,00 €;Suivi et observation de l’élection présidentielle de 2011;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.269833.01.1;2011;CARE FRANCE ASSOCIATION*;yes;;RUE ARCHEREAU 71;PARIS;75019;France;;Cameroon;Operational;100 %;270.918,65 €;To improve the humanitarian situation of cholera affected populations by developing local, regional and national preparedness and response capacities aimed at controlling cholera outbreaks, including case management of victims.;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
