Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
D45.B1313.001942.1;2013;KREISAU - INITIATIVE EV*;yes;;AN DEN TREPTOWERS 3;BERLIN;12435;Germany;0,00€;;;Operational;11.051,00€;COOPERATION AVEC LES PAYS VOISINS DE L'UNION : Young Journalists on Tour- Alternative Living;Education, Audiovisual and Culture Executive Agency;Youth in Action (15.05.55);Youth in Action;Grants
SI2.646717.12;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;no;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.050,53€;CORDIS INTRAMUROS SENIOR ARCHITECT. CC DI/6772 CS 9044.;Directorate-General for Enterprise and Industry;Security research (02.04.01.02);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.647054.12;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;no;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.050,53€;CORDIS INTRAMUROS SENIOR ARCHITECT. CC DI/6772. CS 9055.;Directorate-General for Enterprise and Industry;Security research (02.04.01.02);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.650514.2;2013;A3S UP FOR EU CONSORTIUM*SOPRA BELUX SA ALTRAN SA ATOS ORIGIN BELGIUM SA ACCENTURE SA;yes;BE0407211542;AVENUE LOUISE 326 29;BRUXELLES;1050;Belgium;0,00€;;;Administrative;11.043,72€;ANALYST FOR EAC IT NEEDS;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SI2.668692.6;2013;A3S UP FOR EU CONSORTIUM*SOPRA BELUX SA ALTRAN SA ATOS ORIGIN BELGIUM SA ACCENTURE SA;yes;BE0407211542;AVENUE LOUISE 326 29;BRUXELLES;1050;Belgium;0,00€;;;Operational;11.039,63€;IT SERVICE CONTRACT - 1 PROJECT MANAGER FOR RUP & PRINCE 2;Directorate-General for Health and Consumers;Union action in the field of health (17.03.06);Public Health;Public procurement (including provisional commitments)
SI2.656257.1;2013;FLOW-E.R. UDRUZENJE ZA ZASTITU ZIVOTNE SREDINE*;yes;RS107092377;TOPOLSKA 16;CANTAVIR;24220;Serbia (Republic of);0,00€;;;Operational;11.038,00€;COOPERATION AVEC LES PAYS VOISINS DE L'UNION  - WE ARE EQUAL EVERYWHERE;Education, Audiovisual and Culture Executive Agency;Regional and horizontal programmes (22.02.07.01);Instrument for Pre-Accession Assistance;Grants
CCR.IET.C110239.X1.5;2013;GREENLIGHT INNOVATION CORPORATION*;yes;CA818914814;BRIGHTON AVENUE 3430 104A;BURNABY BC;V5A 3H4;Canada;0,00€;;;Operational;11.029,50€;PEM electrolyser test station -Lot 2;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
D45.B1313.000091.1;2013;ABC THEATRICAL DISTRIBUTION BV*CINEMIEN;yes;NL808479829B01;AMSTELDIJK 10;AMSTERDAM;1074 HP;Netherlands;0,00€;;;Operational;11.029,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1111DI073127NL3176 | ABC THEATRICAL DISTRIBUTION BV (CINEMIEN) | LORE;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.653227.2;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.027,64€;IN HOUSE SUPPORT FOR IT SYSTEMS;Directorate-General for Agriculture and Rural Development;Operational technical assistance (05.04.05.02);Rural Development;Public procurement (including provisional commitments)
SI2.661466.1;2013;INSTITUT NATIONAL DE LA STATISTIQUEET DES ETUDES ECONOMIQUES*;yes;FR85120027016;BOULEVARD ADOLPHE PINARD 18;PARIS CEDEX 14;75675;France;0,00€;;;Operational;11.003,50€;PREPARATION, COLLECTION AND TRANSMISSION OF STATISTICAL DATA ON ICT USAGE AND E-COMMERCE IN ENTERPRISES AND ON ICT USAGE IN HOUSEHOLDS - 2014;Eurostat;European Statistical Programme 2013-2017 (29.02.05);Statistics (2013-2017): ESP European Statistical Programme;Grants
CCR.IHCP.P2013019765.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Greece;265,55€;Kentriki Makedonia;;Administrative;11.000,00€;;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Provisional commitment followed by payment
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;United Kingdom;374,73€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;United States;2.931,62€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Spain;173,79€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Germany;238,25€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Sweden;224,62€;;;;0,00€;;;;;
;;HOTEL DEI TIGLI DI SIMONETTA FARCIE C. SNC*;no;IT02059850129;VIA PALETTA 20;ANGERA;21021;Italy;285,00€;;;;0,00€;;;;;
;;IL BELVEDERE DI RANCO SRL*RISTORANTE BELVEDERE DI MERZAGORA ANGELO & C;no;;VIA PIAVE 11;RANCO;21020;Italy;227,50€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Germany;238,25€;;;;0,00€;;;;;
;;SENECA CONSULTING MARKETING & PROMOTION SPA*SENECA SPA;no;IT01691390692;VIA ANTONIO GRAMSCI 72;GUARDIAGRELE;66016;Italy;1.146,40€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Switzerland;159,21€;;;;0,00€;;;;;
CCR.IHCP.P2013019765.2;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;United States;2.931,62€;;;Administrative;11.000,00€;;Joint Research Centre;Provision of services and work on behalf of outside bodies (10.04.02);Research: Framework  programme n°6 (completion);Provisional commitment followed by payment
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Switzerland;159,21€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Greece;265,54€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Spain;173,79€;;;;0,00€;;;;;
;;IL BELVEDERE DI RANCO SRL*RISTORANTE BELVEDERE DI MERZAGORA ANGELO & C;no;;VIA PIAVE 11;RANCO;21020;Italy;227,50€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Germany;238,25€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Germany;238,25€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;Sweden;224,61€;;;;0,00€;;;;;
;;HOTEL DEI TIGLI DI SIMONETTA FARCIE C. SNC*;no;IT02059850129;VIA PALETTA 20;ANGERA;21021;Italy;285,00€;;;;0,00€;;;;;
;;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";no;*****;*****;*****;*****;United Kingdom;374,72€;;;;0,00€;;;;;
;;SENECA CONSULTING MARKETING & PROMOTION SPA*SENECA SPA;no;IT01691390692;VIA ANTONIO GRAMSCI 72;GUARDIAGRELE;66016;Italy;1.146,38€;;;;0,00€;;;;;
D45.B1313.000768.1;2013;SZIHALOM KOZSEGI ONKORMANYZAT*;yes;HU15729442;HUNYADI UTCA 78;SZIHALOM;3377;Hungary;0,00€;;;Operational;11.000,00€;"JUMELAGES DES VILLES - RENCONTRES : ""A Polgárok Európai Éve"" találkozó Szihalmon";Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000771.1;2013;BUDAPEST FOVAROS XIX KERULET KISPEST POLGARMESTERI HIVATALA*;yes;HU15519009;VAROSHAZ TER 18-20;BUDAPEST;1195;Hungary;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Meeting of Young Europeans;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000784.1;2013;URZAD MIEJSKI W CHOJNICACH*MUNICIPALITY OF CHOJNICE;yes;PL5551002262;STARY RYNEK 1;CHOJNICE;89600;Poland;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Spotkanie mieszkanców miast partnerskich Chojnic, Emsdetten i Hengelo w Europejskim Roku Obywateli 2013.;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000803.1;2013;COMUNE DI TOLFA*;yes;IT02144561004;PIAZZA VITTORIO VENETO 12;TOLFA;000059;Italy;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : EUROpa: ARTe tra i popoli;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000804.1;2013;NEWBURY TWIN TOWN ASSOCIATION*NTTA;yes;;CHESTER CLOSE 3 GREENHAM;NEWBURY BERKSHIRE;RG14 7RR;United Kingdom;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : 50 years of co-operation between Newbury and Braunfels;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000819.1;2013;COMUNE DI COLLECCHIO*;yes;IT00168090348;VIALE LIBERTA 3;COLLECCHIO;43044;Italy;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Getting to know  EU through the protection of safe food right;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000822.1;2013;BUDAPEST FOVAROS XIX KERULET KISPEST POLGARMESTERI HIVATALA*;yes;HU15519009;VAROSHAZ TER 18-20;BUDAPEST;1195;Hungary;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Active Citizenship Development Through Town-Twinning;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000827.1;2013;WIELKOPOLSKI OSRODEK KSZTALCENIA ISTUDIOW SAMORZADOWYCH STOWARZYSZENIE*WOKISS;yes;PL7811003898;ULICA WAWRZYNIAKA 37;POZNAN;60 504;Poland;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : 20 lat wspólpracy samorzadów z Wielkopolski i Bretanii - przyszlosc partnerstwa;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000828.1;2013;SOMBEREK KOZSEG ONKORMANYZATA*;yes;HU15330729;KOSSUTH LAJOS UT 111;SOMBEREK;7728;Hungary;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : A Polgárok Európai Évének Ünnepe Sombereken;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000883.1;2013;COMITE DE JUMELAGE DU PAYS D'OTHE ASSOCIATION*CJPO;yes;;PLACE DE L HOTEL DE VILLE;AIX EN OTHE;10160;France;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Les avancées de l'Europe en faveur du citoyen et ses attentes;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000884.1;2013;STOWARZYSZENIE NA RZECZ ROZWOJU MIASTA I GMINY DEBRZNO*STOW DEB;yes;PL8431421822;UL. OGRODOWA 26;DEBRZNO;77 310;Poland;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Debrzno-Weinbach-Blatno: nasze prawa i mozliwosci w UE.;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000946.1;2013;COMMUNE DE CHAPELLE-LEZ-HERLAIMONT*;yes;;PLACE DE L HOTEL DE VILLE 16;CHAPELLE LEZ HERLAIMONT;7160;Belgium;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Passé, Présent et Avenir en Commun;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000951.1;2013;HAJDUBOSZORMENY VAROS ONKORMANYZATA*;yes;HU15728331;BOCSKAI TER 1;HAJDUBOSZORMENY;4220;Hungary;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Testvárvárosi Találkozó Hajdúböszörményben - Aktív részvétel a helyi közösség életében, a döntéshozatal színterei;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000965.1;2013;MARTFU VAROS ONKORMANYZATA*MUNICIPALITY OF MARTFU TOWN;yes;HU15733012;SZENT ISTVAN TER 1;MARTFU;5435;Hungary;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Meet You in Martfu;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000984.1;2013;FREUNDESKREIS OINGT-PRESBERG EV*;yes;;RUDESHEIMER STRASSE 29;RUDESHEIM PRESBERG;65385;Germany;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Die Zukunft der Renten in Europa/ Bürgerrechte;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.000988.1;2013;AYUNTAMIENTO DE CASPE*;yes;ESP5007400D;PLAZA ESPANA 1;CASPE ZARAGOZA;50700;Spain;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Citizens in Europe;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.001042.1;2013;COMITE DE JUMELAGE DE ST GENES CHAMPANELLE ASSOCIATION*;yes;;MAIRIE DE SAINT GENES CHAMPANELLE;SAINT GENES CHAMPANELLE;63122;France;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : RENCONTRE CITOYENNES SAINT-GENES/KALLMÜNZ/MONTEROSSO-AL-MARE;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.001093.1;2013;GMINA STRZELIN*;yes;PL9140006467;ULICA ZABKOWICKA 11;STRZELIN;57 100;Poland;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : ROZWOJ WSPOLPRACY PARTNERSKIEJ W CELU ADAPTACJI DO ZMIENIAJACYCH SIE STOSUNKOW SPOLECZNO-GOSPODARCZYCH W UE;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.001670.1;2013;OY FUTURE FILM AB*;yes;FI10132875;HOVRATTSESPLANADEN 9;VAASA;65100;Finland;0,00€;;;Operational;11.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1203DI010012FI | OY FUTURE FILM AB | DJUPID;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.001993.1;2013;VATROGASNA ZAJEDNICA GRADA VALPOVOUDRUGE*VATROGASNOJ ZAJEDNICI GRADAVALPOVA FIREFIGHTING ASSOCIATION OF THE CITY OF VALPOVO;yes;HR05769260295;M GUPCA 50;VALPOVO;31550;Croatia;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : United Citizen- Strenght of the Europe;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.002840.1;2013;WILD BUNCH BENELUX DISTRIBUTION BV*;yes;NL819760444B01;WILLEMSSTRAAT 24B;AMSTERDAM;1015 JD;Netherlands;0,00€;;;Operational;11.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1301DI010041NL | WILD BUNCH BENELUX DISTRIBUTION BV | THE LOOK OF LOVE (aka THE KING OF SOHO);Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.002884.1;2013;CONSILIUL LOCAL VARGATA*COMMUNE HALL OF VARGATA;yes;RO4375879;STREET PRINCIPALA 32;VARGATA;547625;Romania;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Valorile comune prin ochii locuitorilor comunei Vargata;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.002902.1;2013;STADT PASEWALK*;yes;;HAUSSMANNSTRASSE 85;PASEWALK;17309;Germany;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Aktive Gedenk- und Erinnerungskultur gegen Rechtsradikalismus und Ausländerfeindlichkeit in Europas Kommunen;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.002926.1;2013;GEMEINDE VEITSBRONN*;yes;;NURNBERGER STRASSE 2;VEITSBRONN;90587;Germany;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Demokratisches Zusammenleben in der EU;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.002983.1;2013;PARTNERSCHAFTSKOMITEE MUCHELN/GEISELTAL EV*;yes;;BRANDERODAER WEG 12;MUCHELN GEISELTAL;06249;Germany;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Die EU: Werte, Rechte und Möglichkeiten für Bürgerinnen und Bürger aus der Bewältigung der europäischen Vergangenheit, des Stalinismus und der europäischen...;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.002992.1;2013;FORDERKREIS HOFHEIMER STADTEPARTNERSCHAFTEN EV*;yes;;SOLMSSTRASSE 1A;HOFHEIM AM TAUNUS;65719;Germany;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Aktiv im Alter und Solidarität der Generationen in Europa in der Krise;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.002995.1;2013;ASSOCIATION LION-SUR-MER KIEBINGEN*ASSOCIATION DE JUMELAGE LIKE;yes;;RUE GENERAL GALLIENI 30;LION SUR MER;14780;France;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Pour une Europe plus propre et une mémoire active;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
D45.B1313.003641.1;2013;COMUNE DI ARGENTA*;yes;;PIAZZA GARIBALDI 1;ARGENTA;44011;Italy;0,00€;;;Operational;11.000,00€;JUMELAGES DES VILLES - RENCONTRES : Partecipazione GIovanile e Democrazia in Europa;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
